<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.09.19	1.32162	1.32212	1.31351	1.32016	128474	121107674000	9
2016.09.20	1.32018	1.32425	1.31707	1.31896	142291	139073046000	9
2016.09.21	1.31866	1.32372	1.30995	1.30998	159809	136342013000	9
2016.09.22	1.30995	1.31016	1.29998	1.30406	143304	129780432000	9
2016.09.23	1.30414	1.31806	1.30292	1.31626	140903	112915381000	9
2016.09.26	1.31550	1.32431	1.31357	1.32251	115536	101506098000	9
2016.09.27	1.32251	1.32804	1.31633	1.31945	152012	127252353000	9
2016.09.28	1.31944	1.32690	1.30760	1.30789	159592	122044271000	9
2016.09.29	1.30777	1.31838	1.30478	1.31435	177549	146393742000	9
2016.09.30	1.31411	1.31947	1.30859	1.31237	156765	120085049000	9
2016.10.03	1.31053	1.31439	1.30675	1.31192	128389	105769371000	9
2016.10.04	1.31173	1.32151	1.31098	1.31902	154736	122420534000	9
2016.10.05	1.31868	1.32315	1.31606	1.31745	134478	103133324000	9
2016.10.06	1.31745	1.32484	1.31716	1.32173	127278	101662479000	9
2016.10.07	1.32123	1.33128	1.31862	1.32945	164021	124540383000	9
2016.10.10	1.32391	1.32777	1.31392	1.31743	108671	95380665000	9
2016.10.11	1.31703	1.32723	1.31632	1.32633	160583	120513399000	9
2016.10.12	1.32610	1.32871	1.32086	1.32739	143893	109695231000	9
2016.10.13	1.32746	1.33064	1.31855	1.31910	127611	98253508000	9
2016.10.14	1.31904	1.32192	1.31030	1.31298	143817	115766327000	9
2016.10.17	1.31138	1.31825	1.31138	1.31265	119269	94826039000	9
2016.10.18	1.31249	1.31390	1.30541	1.31076	112755	87233758000	9
2016.10.19	1.31051	1.31410	1.30053	1.31126	122909	94263981000	9
2016.10.20	1.31091	1.32325	1.31088	1.32286	128056	97964920000	9
2016.10.21	1.32238	1.33545	1.32229	1.33220	116372	85012426000	9
2016.10.24	1.33252	1.33971	1.32840	1.32846	112834	81958918000	9
2016.10.25	1.32817	1.33708	1.32774	1.33507	132218	103403975000	9
2016.10.26	1.33499	1.33840	1.33137	1.33782	130099	83581515000	9
2016.10.27	1.33738	1.34065	1.33518	1.33850	130871	95682584000	9
2016.10.28	1.33840	1.34330	1.33524	1.33864	148699	115705146000	9
2016.10.31	1.34093	1.34236	1.33747	1.34119	122783	94045244000	9
2016.11.01	1.34122	1.34253	1.33528	1.33852	136141	102393082000	9
2016.11.02	1.33854	1.34233	1.33591	1.33848	142271	101347734000	9
2016.11.03	1.33845	1.34022	1.33609	1.33965	138642	125413997000	9
2016.11.04	1.33963	1.34650	1.33857	1.33955	143540	122520160000	9
2016.11.07	1.33402	1.34172	1.33343	1.33627	118704	98630020000	9
2016.11.08	1.33624	1.33906	1.32850	1.32874	126579	115055968000	9
2016.11.09	1.32871	1.35244	1.32632	1.34220	243166	184234984000	9
2016.11.10	1.34198	1.35085	1.33861	1.34681	197487	153652896000	9
2016.11.11	1.34678	1.35477	1.34555	1.35395	215213	175577684000	9
2016.11.14	1.35006	1.35883	1.34961	1.35569	184571	132048218000	9
2016.11.15	1.35549	1.35575	1.34440	1.34471	167724	133987205000	9
2016.11.16	1.34464	1.35054	1.34043	1.34448	158586	136277628000	9
2016.11.17	1.34441	1.35251	1.33995	1.35214	160524	166254057000	9
2016.11.18	1.35130	1.35639	1.34921	1.34932	179324	149508403000	9
2016.11.21	1.34948	1.35125	1.33861	1.34173	152810	134540117000	9
2016.11.22	1.34174	1.34669	1.33775	1.34395	154039	132811234000	9
